text,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"La @ID12Ecuador es Guillermo Lasso . El otro partido que sostiene a Lasso es el @La6Ecuador. La 12 y la 6 envían cartitas exigiendo explicaciones al gobierno, pero si ustedes ¡sostienen y votan con Lasso! Hay conmoción social y ¡Deberían denunciarlo! ¡Con valor y huevos!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ya solo falta que Guillermo Lasso salga diciendo que él no quería ser presidente y que Correa le obligó.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"La @ID12Ecuador es Guillermo Lasso . El otro partido que sostiene a Lasso es el @La6Ecuador. La 12 y la 6 envían cartitas exigiendo explicaciones al gobierno, pero si ustedes ¡sostienen y votan con Lasso! Hay conmoción social y ¡Deberían denunciarlo! ¡Con valor y huevos!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Que manda a decir Guillermo Lasso que no escuchó los gritos desgarradores de las madres de esos PPL's que morían de manera inocente en la Penitenciaría del Litoral, porque  en la fiesta en que se encontraba unos gringos tenían la música a todo volúmen.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"La última masacre carcelaria cambia radicalmente el escenario político nacional

Si de por si, Guillermo Lasso está totalmente deslegitimado para gobernar Ecuador por su involucramiento en Pandora Papers, ahora lo está más por su total ineptitud en gestionar la cosa pública

??",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Se mueven las fichas. Mediante decreto, Guillermo Lasso cesó al titular del @SNAI_Ec Bolívar Garzón y encargó la institución a Fausto Cobo. También al Comandante General de las @FFAAECUADOR Jorge Cabrera y designó en su lugar a Orlando Fuel. #CrisisCarcelaria https://t.co/eDQHKqXuNs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Actualidad | El presidente Guillermo Lasso aceptó la renuncia del coronel Bolívar Garzón: https://t.co/Segwygx69Y https://t.co/NYwFF650ex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Siguen los cambios para combatir la #crisiscarcelaria. Guillermo Lasso emitió dos decretos: el primero le dice ‘chao’ a Bolívar Garzón. El segundo nombra a Fabián Fuel como Comandante del Comando Conjunto de las Fuerzas Armadas. https://t.co/wCTuF9tRaD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ya solo falta que Guillermo Lasso salga diciendo que él no quería ser presidente y que Correa le obligó.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"La última masacre carcelaria cambia radicalmente el escenario político nacional

Si de por si, Guillermo Lasso está totalmente deslegitimado para gobernar Ecuador por su involucramiento en Pandora Papers, ahora lo está más por su total ineptitud en gestionar la cosa pública

??",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"@mascara_social @ComunicacionEc Por eso le dicen evasor, a Guillermo Lasso le gusta evadir responsabilidades, tal y como lo hace evadiendo impuestos! #LassoEvassor #LassoRenuncia #LassoEsUnFracasso #LassoMentiroso #LassoEsPandora",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ya solo falta que Guillermo Lasso salga diciendo que él no quería ser presidente y que Correa le obligó.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Mientras Guillermo Lasso siga rodeado de correistas su periodo sera ingobernable.

Los correistas son sinónimos de fracasos, destrucción y corrupción.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@EnVozAltaEC Guillermo Lasso quiso ser Presidente por puro capricho personal y contó con el apoyo de muchos de ustedes. Asuman su responsabilidad! #LassoEsUnFracaso #LassoEvassor #LassoRenuncia #LassoEsMorenoRecargado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
